move,rvol,distance,dev_events,oos_events,dev_alpha_20d,oos_alpha_20d,dev_mean_20d,oos_mean_20d
0.025,2.0,0.05,10,7,-0.0004412589443547818,-0.03573681437861348,0.018007121740272226,-0.017540182513485214
0.025,2.0,0.075,10,7,-0.0004412589443547818,-0.03573681437861348,0.018007121740272226,-0.017540182513485214
0.025,2.0,0.1,10,7,-0.0004412589443547818,-0.03573681437861348,0.018007121740272226,-0.017540182513485214
0.025,2.5,0.01,5,5,-0.005696219989953543,-0.008762003097897073,0.012752160694673465,0.009434628767231196
0.025,2.5,0.03,5,5,-0.005696219989953543,-0.008762003097897073,0.012752160694673465,0.009434628767231196
0.025,2.5,0.05,5,5,-0.005696219989953543,-0.008762003097897073,0.012752160694673465,0.009434628767231196
0.025,2.5,0.075,5,5,-0.005696219989953543,-0.008762003097897073,0.012752160694673465,0.009434628767231196
0.025,2.5,0.1,5,5,-0.005696219989953543,-0.008762003097897073,0.012752160694673465,0.009434628767231196
0.025,3.0,0.01,4,2,-0.008939041903120865,-0.06743026987987705,0.009509338781506144,-0.04923363801474878
0.025,3.0,0.03,4,2,-0.008939041903120865,-0.06743026987987705,0.009509338781506144,-0.04923363801474878
0.025,3.0,0.05,4,2,-0.008939041903120865,-0.06743026987987705,0.009509338781506144,-0.04923363801474878
0.025,3.0,0.075,4,2,-0.008939041903120865,-0.06743026987987705,0.009509338781506144,-0.04923363801474878
0.025,3.0,0.1,4,2,-0.008939041903120865,-0.06743026987987705,0.009509338781506144,-0.04923363801474878
0.03,1.5,0.01,10,13,-0.009197606235553601,-0.021886853662647778,0.009250774449073407,-0.0036902217975195105
0.03,1.5,0.03,12,14,-0.00937891323022603,-0.007764871643733637,0.009069467454400978,0.010431760221394632
0.03,1.5,0.05,14,15,-0.008924658717155429,-0.02317108572407061,0.00952372196747158,-0.004974453858942342
0.03,1.5,0.075,16,15,-0.01035467202680955,-0.02317108572407061,0.008093708657817458,-0.004974453858942342
0.03,1.5,0.1,18,15,-0.010685804621523083,-0.02317108572407061,0.007762576063103926,-0.004974453858942342
0.03,2.0,0.01,7,7,0.00263789073153373,-0.03573681437861348,0.021086271416160738,-0.017540182513485214
0.03,2.0,0.03,7,7,0.00263789073153373,-0.03573681437861348,0.021086271416160738,-0.017540182513485214
0.03,2.0,0.05,8,7,0.005223676685899278,-0.03573681437861348,0.023672057370526287,-0.017540182513485214
0.03,2.0,0.075,8,7,0.005223676685899278,-0.03573681437861348,0.023672057370526287,-0.017540182513485214
0.03,2.0,0.1,8,7,0.005223676685899278,-0.03573681437861348,0.023672057370526287,-0.017540182513485214
0.03,2.5,0.01,5,5,-0.005696219989953543,-0.008762003097897073,0.012752160694673465,0.009434628767231196
0.03,2.5,0.03,5,5,-0.005696219989953543,-0.008762003097897073,0.012752160694673465,0.009434628767231196
0.03,2.5,0.05,5,5,-0.005696219989953543,-0.008762003097897073,0.012752160694673465,0.009434628767231196
0.03,2.5,0.075,5,5,-0.005696219989953543,-0.008762003097897073,0.012752160694673465,0.009434628767231196
0.03,2.5,0.1,5,5,-0.005696219989953543,-0.008762003097897073,0.012752160694673465,0.009434628767231196
0.03,3.0,0.01,4,2,-0.008939041903120865,-0.06743026987987705,0.009509338781506144,-0.04923363801474878
0.03,3.0,0.03,4,2,-0.008939041903120865,-0.06743026987987705,0.009509338781506144,-0.04923363801474878
0.03,3.0,0.05,4,2,-0.008939041903120865,-0.06743026987987705,0.009509338781506144,-0.04923363801474878
0.03,3.0,0.075,4,2,-0.008939041903120865,-0.06743026987987705,0.009509338781506144,-0.04923363801474878
0.03,3.0,0.1,4,2,-0.008939041903120865,-0.06743026987987705,0.009509338781506144,-0.04923363801474878
