Symbol,Name,Sector
GMM.DE,GRAMMER AG O.N.,Automobile
GYC.DE,"GRAND CITY PROPERT.EO-,10",Financial Services
GLJ.DE,GRENKE AG NA O.N.,Financial Services
2HRA.DE,H+R KGAA  INH. O.N.,Chemicals
EXC.DE,H2APEX GROUP SCA,Industrial
690D.DE,HAIER SMART HOME CO.D YC1,Consumer
HABA.DE,HAMBORNER REIT AG O.N.,Financial Services
HHFA.DE,HAMBURGER HAFEN UND LOGISTIK A-SP NA,Transportation & Logistics
HNR1.DE,HANNOVER RUECK SE NA O.N.,Insurance
HLAG.DE,HAPAG-LLOYD AG NA O.N.,Transportation & Logistics
HAW.DE,HAWESKO HOLDING SE,Retail
HEI.DE,HEIDELBERG MATERIALS AG O.N.,Construction
WL6.DE,HEIDELBERG PHARMA AG O.N.,Pharma & Healthcare
HDD.DE,HEIDELBERGER DRUCKMASCHINEN AG .O.N.,Industrial
HLE.DE,HELLA GMBH+CO.KGAA,Automobile
HFG.DE,HELLOFRESH SE  INH O.N.,Retail
HEN.DE,HENKEL AG+CO.KGAA ST O.N.,Consumer
HEN3.DE,HENKEL AG+CO.KGAA VZO,Consumer
HAG.DE,HENSOLDT AG NA O.N.,Technology
A3CMGN.DE,HGEARS AG,Automobile
HLG.DE,HIGHLIGHT COMMUNICATIONS AG INH.SF 1,Media
HOT.DE,HOCHTIEF AG,Construction
LRS1.DE,HOMETOGO SE,Retail
HBH.DE,HORNBACH HOLDING ST O.N.,Retail
BOSS.DE,HUGO BOSS AG NA O.N.,Consumer
HYQ.DE,HYPOPORT SE  NA O.N.,Financial Services
INH.DE,INDUS HOLDING AG,Industrial
IFX.DE,INFINEON TECH.AG NA O.N.,Technology
IXX.DE,INIT INNOVATION O.N.,Technology
INS.DE,INSTONE REAL ESTATE GROUP SE,Financial Services
ISH2.DE,INTERSHOP COMMUNICATIONS INH O.N.,Software
IS7.DE,INTICA SYSTEMS SE,Technology
IOS.DE,IONOS GROUP SE NA O.N.,Software
IVU.DE,IVU TRAFFIC TECHN.AG O.N.,Software
JEN.DE,JENOPTIK AG  NA O.N.,Industrial
JST.DE,JOST WERKE SE INH.   O.N.,Automobile
JUN3.DE,JUNGHEINRICH AG O.N.VZO,Industrial
SDF.DE,K+S AG NA O.N.,Chemicals
KGX.DE,KION GROUP AG,Industrial
KCO.DE,KLOECKNER + CO SE NA O.N.,Industrial
KTA.DE,KNAUS TABBERT AG NA O.N.,Automobile
KBX.DE,KNORR-BREMSE AG  INH O.N.,Industrial
SKB.DE,KOENIG + BAUER AG ST O.N.,Industrial
KTN.DE,KONTRON AG O.N,Technology
KSC.DE,KPS AG NA O.N.,Software
KRN.DE,KRONES AG O.N.,Industrial
KSB.DE,KSB SE+CO.KGAA  ST O.N.,Industrial
KSB3.DE,KSB SE+CO.KGAA VZO O.N.,Industrial
KWS.DE,KWS SAAT KGAA  INH O.N.,Industrial
LXS.DE,LANXESS AG,Chemicals
LEG.DE,LEG IMMOBILIEN SE,Financial Services
LEI.DE,LEIFHEIT AG O.N.,Consumer
TGHN.DE,LOGWIN AG NAM. O.N.,Transportation & Logistics
LPK.DE,LPKF LASER+ELECTRONICS SE,Industrial
ECK.DE,LUDW.BECK A.RATHAUSECK,Retail
LHA.DE,LUFTHANSA AG VNA O.N.,Transportation & Logistics
M5Z.DE,MANZ AG,Industrial
MZX.DE,MASTERFLEX O.N.,Industrial
MXHN.DE,MAX AUTOMATION SE NA O.N.,Industrial
MBB.DE,MBB SE O.N.,Industrial
MED.DE,MEDICLIN AG,Pharma & Healthcare
MDG1.DE,MEDIGENE AG NA O.N.,Pharma & Healthcare
ILM1.DE,MEDIOS AG  O.N.,Pharma & Healthcare
MBG.DE,MERCEDES BENZ GROUP AG,Automobile
MRK.DE,MERCK KGAA O.N.,Pharma & Healthcare
B4B.DE,METRO AG   ST O.N.,Retail
B4B3.DE,METRO AG   VZO O.N.,Retail
MRX.DE,MISTER SPEX SE,Retail
MLP.DE,MLP SE  INH. O.N.,Financial Services
MTX.DE,MTU AERO ENGINES NA O.N.,Industrial
MUV2.DE,MUENCH.RUECKVERSICHERUNGS GESELLSCHAFT.VNA O.N.,Insurance
FRU.DE,MULTITUDE SE,Financial Services
MUX.DE,MUTARES KGAA  NA O.N.,Financial Services
MVV1.DE,MVV ENERGIE AG NA O.N.,Utilities
NA9.DE,NAGARRO SE  NA O.N.,Software
NEM.DE,NEMETSCHEK SE O.N.,Software
NXU.DE,NEXUS AG O.N.,Software
NFN.DE,NFON AG  INH O.N.,Telecommunication
NDX1.DE,NORDEX SE O.N.,Industrial
NOEJ.DE,NORMA GROUP SE NA O.N.,Industrial
NVM.DE,NOVEM GROUP S.A.,Automobile
OHB.DE,OHB SE   O.N.,Technology
O4B.DE,OVB HOLDING AG,Financial Services
PGN.DE,PARAGON KGAA  INH O.N.,Automobile
PAT.DE,PATRIZIA SE NA ON,Financial Services
PSG.DE,PHARMASGP HOLDING SE O.N.,Pharma & Healthcare
PNE3.DE,PNE AG  NA O.N.,Industrial
PCZ.DE,PROCREDIT HOLDING AG NA EO 5,Banks
PSM.DE,PROSIEBENSAT.1 MEDIA SE  NA O.N.,Media
PSAN.DE,PSI SOFTWARE SE,Software
PUM.DE,PUMA SE,Consumer
TPE.DE,PVA TEPLA AG O.N.,Industrial
PWO.DE,PWO AG,Automobile
QSC.DE,Q.BEYOND AG NA O.N.,Technology
QIA.DE,"QIAGEN NV         EO -,01",Pharma & Healthcare
RSL2.DE,R. STAHL AG NA O.N.,Industrial
RAA.DE,RATIONAL AG,Industrial
RDC.DE,REDCARE PHARMACY N.V.,Retail
R3NK.DE,RENK GROUP AG,Industrial
RHM.DE,RHEINMETALL AG,Industrial
RHK.DE,RHOEN-KLINIKUM O.N.,Pharma & Healthcare
RRTL.DE,RTL GROUP,Media
RWE.DE,RWE AG   INH O.N.,Utilities
SFQ.DE,SAF HOLLAND SE  INH EO 1,Industrial
SZG.DE,SALZGITTER AG O.N.,Basic Resources
SAP.DE,SAP SE O.N.,Software
SRT.DE,SARTORIUS AG O.N.,Pharma & Healthcare
SRT3.DE,SARTORIUS AG VZO O.N.,Pharma & Healthcare
SHA.DE,SCHAEFFLER AG INH. VZO,Automobile
1SXP.DE,SCHOTT Pharma AG & Co. KGaA,Pharma & Healthcare
G24.DE,SCOUT24 AG NA O.N.,Media
YSN.DE,SECUNET SECURITY AG O.N.,Software
SJJ.DE,SERVICEWARE SE  INH O.N.,Software
F3C.DE,SFC ENERGY AG,Industrial
SGL.DE,SGL CARBON SE O.N.,Chemicals
SLYG.DE,SHELLY GROUP PLC,Technology
SIE.DE,SIEMENS AG  NA O.N.,Industrial
ENR.DE,SIEMENS ENERGY AG NA O.N.,Industrial
SHL.DE,SIEMENS HEALTH.AG NA O.N.,Pharma & Healthcare
WAF.DE,SILTRONIC AG NA O.N.,Technology
SNG.DE,SINGULUS TECHNOL. EO 1,Industrial
SIX2.DE,SIXT SE ST O.N.,Transportation & Logistics
SIX3.DE,SIXT SE VZO O.N.,Transportation & Logistics
S92.DE,SMA SOLAR TECHNOL.AG,Industrial
SHF.DE,SNP SCHNEIDER-NEUREITHER O.N.,Software
SYT.DE,SOFTING AG O.N.,Software
STM.DE,"STABILUS SE INH. EO-,01",Industrial
S9I.DE,STEMMER IMAGING AG INH ON,Software
SBS.DE,STRATEC SE  NA O.N.,Pharma & Healthcare
SAX.DE,STROEER SE + CO. KGAA,Media
SZU.DE,SUEDZUCKER AG  O.N.,Food & Beverages
SUR.DE,SURTECO GROUP SE INH O.N.,Basic Resources
SMHN.DE,SUSS MicroTec SE,Technology
SY1.DE,SYMRISE AG INH. O.N.,Chemicals
SYZ.DE,SYZYGY AG O.N.,Software
TEG.DE,TAG IMMOBILIEN AG,Financial Services
TTK.DE,TAKKT AG O.N.,Retail
TLX.DE,TALANX AG NA O.N.,Insurance
TMV.DE,TEAMVIEWER SE  INH O.N.,Software
TTR1.DE,TECHNOTRANS SE NA O.N.,Industrial
TKA.DE,THYSSENKRUPP AG O.N.,Industrial
NCH2.DE,THYSSENKRUPP NUCERA AG & KGAA,Industrial
SPAC.DE,TONIES SE,Consumer
8TRA.DE,TRATON SE   INH O.N.,Industrial
TUI1.DE,TUI AG,Consumer
UN01.DE,UNIPER SE  NA O.N.,Utilities
ULC.DE,UNITED LABELS O.N.,Retail
UTDI.DE,UTD.INTERNET AG NA,Software
VAR1.DE,VARTA AG O.N.,Industrial
VBK.DE,VERBIO SE ON,Industrial
VIB3.DE,VILLEROY + BOCH AG VZ,Consumer
V6C.DE,VISCOM SE,Industrial
V3V.DE,VITA 34 AG NA O.N.,Pharma & Healthcare
VTSC.DE,VITESCO TECHNOLOGIES GROUP AG,Automobile
VOW.DE,VOLKSWAGEN AG ST O.N.,Automobile
VOW3.DE,VOLKSWAGEN AG VZO O.N.,Automobile
VBX.DE,VOLTABOX AG  INH. O.N.,Industrial
VNA.DE,VONOVIA SE NA O.N.,Financial Services
VOS.DE,VOSSLOH AG O.N.,Industrial
VUL.DE,VULCAN ENERGY RESOURCES LIMITED,Chemicals
WCH.DE,WACKER CHEMIE AG O.N.,Chemicals
WAC.DE,WACKER NEUSON SE NA O.N.,Industrial
WSU.DE,WASHTEC AG O.N.,Industrial
WEW.DE,WESTWING GROUP  INH. O.N.,Retail
WUW.DE,WUESTENROT+WUERTTEMBERGISCHE AG O.N.,Banks
YOC.DE,YOC AG O.N.,Telecommunication
ZAL.DE,ZALANDO SE,Retail
TIMA.DE,ZEAL NETWORK SE NA O.N.,Retail
2INV.DE,2INVEST AG  NA O.N.,Pharma & Healthcare
HRPK.DE,7C SOLARPARKEN AG  O.N.,Industrial
LUM.DE,A.I.S. AG,Industrial
ACWN.DE,A.S.CREATION TAPETEN NA,Consumer
AAQ1.DE,AAP IMPLANTATE AG,Pharma & Healthcare
ADV.DE,ADTRAN NETWORKS SE O.N.,Technology
AHH.DE,AHLERS AG NA O.N.,Consumer
ABA.DE,ALBA SE O.N.,Industrial
ALG.DE,ALBIS LEASING AG O.N.,Financial Services
AEIN.DE,ALLGEIER SE  NA O.N.,Software
AMA1.DE,ALTECH ADVANCED MATERIALS NA O.N.,Technology
DTD2.DE,B+S BANKSYSTEME AG O.N.,Software
BEZ.DE,BERENTZEN-GRUPPE AG,Food & Beverages
B1GR.DE,BigRep SE,Industrial
BIJ.DE,BIJOU BRIGITTE O.N.,Retail
BPE.DE,BP PLC (Dt. Zert.),Basic Resources
RTML.DE,CAMERIT AG,Financial Services
CPX.DE,CAPSENSIXX AG  INH O.N.,Financial Services
C0M.DE,CCS ABWICKLUNGS AG,Industrial
CNWK.DE,CO.DON AG   INH. O.N.,Pharma & Healthcare
CCAP.DE,CORESTATE CAPITAL HLDG,Financial Services
O5G.DE,"CPI PROPERTY GRP   EO-,10",Financial Services
CSQ.DE,CREDITSHELF AG  IA O.N.,Financial Services
333.DE,DECHENG TECHNOLOGY AG,Chemicals
DRE2.DE,DEUTSCHE REAL ESTATE AG O.N.,Financial Services
DWNI.DE,DEUTSCHE WOHNEN SE INH,Financial Services
DFTK.DE,DF DEUTSCHE FORFAIT AG  NA O.N.,Financial Services
DIE.DE,DIERIG HOLDING AG O.N.,Consumer
EIS.DE,EISEN- UND HUETTENWERKE,Basic Resources
H2O.DE,ENAPTER AG INH O.N.,Industrial
EBK.DE,ENBW ENERGIE BADEN-WUERTTEMBERG ON,Utilities
EKT.DE,ENERGIEKONTOR O.N.,Industrial
ECX.DE,EPIGENOMICS AG NA O.N.,Pharma & Healthcare
FVI.DE,FAIR VALUE REIT-AG INH.ON,Financial Services
FC9.DE,FCR IMMOBILIEN AG NA O.N.,Financial Services
FRS.DE,FORIS AG,Financial Services
FQT.DE,FREQUENTIS AG,Technology
CEA.DE,FRIWO AG O.N.,Industrial
WWG.DE,GELSENWASSER AG,Utilities
GGS.DE,GIGASET AG O.N.,Technology
IPOK.DE,HEIDELBERGER BETEILIGUNGSHOLDING  O.N.,Financial Services
IFS.DE,INFAS HOLDING AG  O.N.,Industrial
ITN.DE,INTERTAINMENT AG INH O.N.,Media
IQL.DE,"IQ INTERNATIONAL AG         SF-,01",Automobile
IUR.DE,KAP AG  INH O.N.,Financial Services
KWG.DE,KHD HUMBOLDT WEDAG O.N.,Construction
HETA.DE,KHD HUMBOLDT WEDAG VV NA O.N.,Basic Resources
KA8.DE,KLASSIK RADIO AG NA O.N.,Media
GFJ1.DE,LEARND SE,Software
TUF.DE,LIBERO FOOTBALL FINANCE AG,Financial Services
A2QRHL.DE,Linus Digital Finance AG,Financial Services
LSX.DE,LS TELCOM AG,Telecommunication
MNV6.DE,MAINOVA AG O.N.,Utilities
MS1.DE,MARLEY SPOON GROUP SE,Retail
MBH3.DE,MASCHINENFABRIK BERTHOLD HERMLE O.N. VZO,Industrial
MAK.DE,MATERNUS-KLINIKEN AG O.N.,Pharma & Healthcare
MDN.DE,MEDION AG O.N.,Industrial
MPSC.DE,META WOLF AG INH O.N.,Consumer
M3V.DE,MEVIS MEDICAL SOLUTIONS NA O.N.,Software
ML2.DE,MING LE SPORTS AG,Consumer
MLL.DE,MUELLER-DIE LILA LOGISTIK SE,Transportation & Logistics
WDL.DE,NAKIKI SE,Retail
99SC.DE,NEXR TECHNOLOGIES SE  INH O.N.,Media
NC5A.DE,NORCOM INFORMATION TECHNOLOGY INH ON,Software
NWX.DE,NORDWEST HANDEL AG,Industrial
OBS.DE,ORBIS SE O.N.,Industrial
PA8.DE,PAION O.N,Pharma & Healthcare
ICP.DE,PANAMAX AG,Technology
02P.DE,PEARL GOLD AG,Financial Services
PFV.DE,PFEIFFER VACUUM TECH. AG O.N.,Industrial
EMH.DE,PFERDEWETTEN.DE AG NA ON,Consumer
HBD1.DE,PHILOMAXCAP AG INH O.N.,Media
PIT.DE,PITTLER MASCHINENFABRIK AG,Industrial
PAH3.DE,PORSCHE AUTOMOBIL HOLDING VZO,Automobile
EXJ.DE,READCREST CAPITAL AG O.N.,Media
RTC.DE,REALTECH AG O.N.,Software
HP3.DE,RINGMETALL SE NA O.N.,Industrial
RY8.DE,ROY ASSET HLDG INH O.N.,Industrial
SWA.DE,SCHLOSS WACHENHEIM AG O.N,Food & Beverages
SCE.DE,SCHWEIZER ELECTRONIC NA O.N.,Technology
SIM.DE,SIMONA AG O.N.,Chemicals
SGU.DE,SINO-GERMAN UNITED AG O.N.,Industrial
RCVR.DE,SMG EUROPEAN RECOV.  EO 1,Financial Services
SPM.DE,SPLENDID MEDIEN AG O.N.,Media
SBE.DE,SPOBAG O.N.,Financial Services
WIG1.DE,SPORTTOTAL AG  INH. O.N.,Media
STO3.DE,STO SE+CO.KGAA VZO O.N.,Consumer
SF3.DE,STS GROUP AG  O.N.,Automobile
TCU.DE,TC UNTERHALTUNGSELEKTRONIK,Consumer
PU11.DE,THE SOCIAL CHAIN AG,Media
TIS.DE,TISCON AG O.N.,Software
ERO1.DE,TMC CONTENT GROUP AG INH.SF1,Media
TTO.DE,TTL BETEILIGUNGS- UND GRUNDBESITZ AG INH ON,Financial Services
CRIN.DE,UNICREDIT,Banks
UZU.DE,UZIN UTZ SE O.N.,Construction
VG0K.DE,VIVANCO GRUPPE AG,Technology
MSH.DE,WASGAU PRODUKTIONS & HANDELS NA O.N.,Food & Beverages
WCMK.DE,WCM BETEILIGUNGS- UND GRUNDBESITZ AG  O.N.,Financial Services
RKB.DE,WEBAC HOLDING AG,Financial Services
WUG.DE,Westag AG,Consumer
WUG3.DE,Westag AG,Consumer
WBAH.DE,WILD BUNCH AG O.N.,Media
RTV.DE,YOUR FAMILY ENTERTAINMENT AG NA,Media
ZEF.DE,ZHONGDE WASTE TECHNOLOGY,Industrial
2GB.DE,2G ENERGY AG,Industrial
ABX.DE,ADVANCED BLOCKCHAIN AG,Software
APPH.DE,Apontis Pharma AG,Pharma & Healthcare
A6T.DE,ARTEC TECHNOLOGIES O.N.,Software
81D.DE,BEACONSMIND AG,Software
BSS.DE,BETA SYSTEMS SOFTWARE INH.O.N.,Software
B7E.DE,BLUE CAP             O.N.,Industrial
HIGH.DE,CANTOURAGE GROUP SE O.N.,Pharma & Healthcare
CLIQ.DE,CLIQ DIGITAL AG  O.N.,Retail
CYR.DE,CYAN AG O.N.,Software
4DS.DE,DALDRUP+SOEHNE AG,Industrial
D6H.DE,DATAGROUP SE  INH. O.N.,Software
DAR.DE,DATRON AG INH.O.N.,Industrial
DLX.DE,DELIGNIT AG      INH.O.N.,Industrial
DR0.DE,DEUTSCHE ROHSTOFF AG NA O.N.,Basic Resources
EDL.DE,EDEL SE+CO.KGAA INH O.N.,Media
HXCK.DE,ERNST RUSS AG NA O.N.,Financial Services
ENGL.DE,EV DIGITAL INVEST AG (ENGEL & VÖLKERS DIGITAL INVEST),Financial Services
EXL.DE,EXASOL AG  NA O.N.,Software
FYB.DE,FORMYCON AG,Pharma & Healthcare
GME.DE,GERATHERM O.N.,Pharma & Healthcare
IBU.DE,IBU-TEC ADVANCED MATERIALS INH.ON,Industrial
JDC.DE,JDC GROUP AG O.N.,Financial Services
LQAG.DE,LAIQON AG INH. O.N.,Financial Services
MUM.DE,MENSCH UND MASCHINE SOFTWARE O.N.,Software
MPCK.DE,MPC MUENCHMEYER PETERSEN CAPITAL,Financial Services
C1V.DE,MVISE AG O.N.,Telecommunication
M0Y.DE,MYNARIC AG  INH O.N.,Technology
NTG.DE,NABALTEC AG INH.,Industrial
NUVA.DE,NORATIS AG  INH. O.N.,Financial Services
NBG6.DE,NUERNBERGER BETEILIGUNGS AG VNA,Insurance
M7U.DE,NYNOMIC AG  INH O.N.,Industrial
VVV3.DE,OEKOWORLD AG VZNA O.N.,Financial Services
PAL.DE,PAL Next AG,Media
JY0.DE,PARTEC AG,Technology
M3BK.DE,PYRAMID AG,Financial Services
PYR.DE,PYRUM INNOVATIONS AG,Industrial
H68.DE,RIGSAVE S.p.A,Financial Services
PZS.DE,SCHERZER U. CO. AG O.N.,Financial Services
SGF.DE,SGT GERMAN PRIVATE EQUITY GMBH & CO KGAA,Financial Services
FSNT.DE,The Platform Group AG,Retail
V3S.DE,VECTRON SYSTEMS      O.N.,Industrial
VEZ.DE,VEGANZ GROUP AG,Food & Beverages
M8G.DE,Verve Group SE,Software
3SQ1.DE,A.H.T. SYNGAS TECHNOLOGY N.V.,Utilities
CFC.DE,aconnic AG,Industrial
ADC.DE,ADCAPITAL AG,Automobile
OEL.DE,ADM HAMBURG AG  O.N.,Food & Beverages
3ITN.DE,AUDIUS SE,Software
BFV.DE,BERL.EFFEKTENGES.AG O.N.,Financial Services
MA1.DE,Binect AG,Financial Services
T5O.DE,bioXXmed AG,Pharma & Healthcare
CTNK.DE,CENTROTHERM INTERNATIONAL AG,Industrial
CEK.DE,CEOTRONICS AG O.N.,Technology
LKB.DE,CGRE AG,Financial Services
CHG.DE,CHAPTERS Group AG,Software
CORE.DE,Coreo AG,Industrial
CRZK.DE,CR Energy AG,Financial Services
DGR.DE,DEUTSCHE GRUNDSTUECKS AUKTIONEN AG,Financial Services
AJ91.DE,DOCCHECK AG  NA,Software
EFF.DE,DT.EFF.U.WECH.-BET.G.O.N.,Financial Services
E8X.DE,ELEXXION AG,Industrial
ETG.DE,ENVITEC BIOGAS O.N.,Industrial
ERWE.DE,ERWE IMMOBILIEN AG INH O.N.,Financial Services
FF24.DE,FAST FINANCE24 HOLDING AG,Industrial
U1DA.DE,Finchain Capital Partners AG,Retail
NLM.DE,FROSTA AG AKT. O.N.,Food & Beverages
INW1.DE,GBS SOFTWARE AG,Software
A7A.DE,HELIAD AG,Financial Services
H5E.DE,HELMA EIGENHEIMBAU AG,Consumer
HMU.DE,HMS BERGBAU AG,Industrial
HG1.DE,HOMAG GROUP AG,Industrial
H9W.DE,HWA AG INH.O.N.,Automobile
IC8.DE,INCITY IMMOBILIEN AG,Financial Services
KSW.DE,KST BETEILIGUNGS AG NA,Financial Services
LUS.DE,LANG+SCHWARZ AG NA,Financial Services
N1N.DE,LEHNER INVESTMENTS AG,Industrial
M12.DE,M1 KLINIKEN AG (M1 BEAUTY AG),Pharma & Healthcare
AMI.DE,MEDONDO HOLDING AG,Software
MUT3.DE,MINERALBR.UEBERK.-VZ-,Food & Beverages
MUT.DE,MINERALBR.UEBERKINGEN AG,Food & Beverages
MBQ.DE,MOBOTIX AG O.N.,Technology
ECF.DE,MOUNTAIN ALLIANCE NA O.N,Retail
93M.DE,MPH HEALTH CARE AG (MPH MITT.PHARMA HLDG),Pharma & Healthcare
MUB.DE,MUEHLBAUER HOLD.AG O.N.,Technology
NN6.DE,NANOREPRO AG,Pharma & Healthcare
TR9.DE,OTRS AG IA O.N.,Software
PKB.DE,PARK U.BELLHEIMER AG O.N.,Food & Beverages
PHH2.DE,PAUL HARTMANN AG O.N.,Pharma & Healthcare
P4O.DE,PLAN OPTIK O.N.,Industrial
QB7.DE,QUIRIN BANK AG,Banks
RCMN.DE,RCM BETEILIGUNGS NA. O.N.,Financial Services
RGB.DE,REGENBOGEN AG O.N.,Consumer
SMB.DE,SCHWAELBCHEN MOLKEREI AG .O.N.,Food & Beverages
T3T.DE,SEVEN PRINCIPLES AG O.N.,Software
